OBJECTID,key_,cod_tramo,codigo_via,pr_inicial,dist_ini,pr_finl,dist_fin,territorial,tramo,sector,administrador,amv,superficie,calzada,ruta,fuente,fecha_fuente,fecha_actualiz,concesion,observacion_invias,estado,observacion_igac,reversion,pr_ini_con,pr_fin_con,ruleid_1,override,GlobalID,Shape__Length
333,1,45042,4504,2,180,70,165,14,Troncal del Magdalena,Pitalito - Garzón,2,,,2,,IGAC (Contrato 2130/2014),2015/09/01 00:00:00+00,2016/05/01 00:00:00+00,SANTANA - MOCOA - NEIVA (ENTREGADA 23-SEPT-2015),,,Act. seg 70 a 71,,2+180,70+165,2,,814af490-e0c3-47e5-96f7-3b5ef860e05a,68245.8384494551
334,4,25CCD0,25CCD,0,0,5,0,08,Troncal de Occidente,Variante Puerto Tejada    ,2,,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2021/09/01 00:00:00+00,,,,,,0+0,5+0,2,,96f3db59-1304-4937-9a25-539d863eb371,6088.87287456989
335,1,2002125,2002,125,700,146,70,14,Popayan - Paletara - San Jose de Isnos - Pitalito - San Agustin,Sombrerillos - La Portada,2,,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,SANTANA - MOCOA - NEIVA (ENTREGADA 23-SEPT-2015),,,,,125+700,146+70,2,,75a7761e-c182-484f-87fd-d9c9302b2134,21079.5820333201
336,1,2501B28,2501B,28,468,29,503,17,Alternas a la Troncal de Occidente,Cebadal - Santa Bárbara (Paso Antiguo por Puente Alfonso López Pumarejo),1,3,,2,,IGAC (Contrato 2130/2014),2015/09/01 00:00:00+00,2016/05/01 00:00:00+00,,Se dividio Sector por paso antiguo sobre Rio Azufral PR 29,div,Act. seg 28- 31+250. El par vial no se dejó,,28+468,29+503,1,,be7329a6-b3aa-42ee-b8eb-68496bd9788a,1036.8410943692
337,1,29RSC20,29RSC,20,150,31,706,21,Troncal del Eje Cafetero,Intersección Jazmín - Estación de  Servicio Chinchiná,2,,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,PR inicial 21+100 y PR Final 31+770 en Ramón Lobo,,,,20+150,31+706,2,,ef05fbb6-ed02-490a-8070-8ea4fead295d,11599.7468379553
338,1,250567,2505,67,0,102,575,25,Troncal de Occidente,Buga - Andalucía,3,,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,67+0,102+575,3,,48c71c5a-b281-4354-8730-c7c02ef1e889,73870.8968718528
339,1,25VLE0,25VLE,0,0,6,735,25,Alternas a la Troncal de Occidente,Variante de Tuluá,3,,,1,,Google Maps,,2016/04/07 00:00:00+00,,PR final 6+900 en Ramón Lobo,,,,0+0,6+735,3,,872ab8d6-5234-4f8e-9a45-40a7b87aa5b3,6121.61987169096
340,1,10035,1003,5,0,33,0,17,Transversal Tumaco - Leticia,Pasto - La Piscicultura,1,5,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,5+0,33+0,1,,8cec685f-fd09-40e9-be71-10ba00c74cf1,28509.466516382
341,2,48030,4803,0,0,2,250,25,Alternas a la Troncal de Occidente,Ansermanuevo - Cruce Ruta 23,1,3,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,Se divide por paso de Via 2302. Jorge P,,,,0+0,2+250,1,,39016df8-57e6-461b-b5f1-7a5a2cc58427,1975.50741903147
342,1,31050,3105,0,0,50,0,08,Alternas a la Troncal de Occidente,Santander de Quilichao - Río Desbaratado,1,5,,2,,IGAC (Contrato 2130/2014),2015/09/01 00:00:00+00,2016/05/01 00:00:00+00,,,,Act. seg 10-11,,0+0,50+0,1,,7d25e4bf-9ed8-4cb1-8274-3ff235d1bafe,49746.9751521293
343,1,25030,2503,0,0,121,0,08,Troncal de Occidente,Mojarras - Popayán,1,7,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,0+0,121+0,1,,4d77ad55-607d-4f4e-8880-e519264c2a50,121386.656187652
344,3,26CC040,26CC04,0,0,4,0,08,Circuitos Ecoturisticos Huila - Cauca,Cruce Tramo 2602 - San Andrés de Pisimbalá,1,3,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,0+0,4+0,1,,7e7efc9f-6d10-495b-8904-1c207b76de59,3965.77557282966
345,2,29VLA0,29VLA,0,0,1,200,20,Acceso a Armenia,Variante de Alcalá y Accesos,1,1,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,0+0,1+200,1,,028f6834-c728-4da4-a581-752065794e4d,1195.91861824019
346,1,2302123,2302,123,200,142,120,21,Alternas a la Troncal de Occidente,Ansermanuevo - La Virginia,1,1,,2,,IGAC (Contrato 2130/2014),2015/09/01 00:00:00+00,2016/05/01 00:00:00+00,,,,"Act. 125-126; 129-130; 133-135",,123+200,142+120,1,,4356780d-6397-4b6a-b8a9-b7acb70ab6bf,19010.8328551778
347,2,50RS010,50RS01,0,0,30,290,21,Conexión Troncal de Occidente - Transversal Las Animas - Bogotá,Apía - La Virginia,1,1,,2,,IGAC (Contrato 2130/2014),2015/09/01 00:00:00+00,2016/05/01 00:00:00+00,,,,Act. 16-32+500,,0+0,30+290,1,,e503cf1d-3cb2-4d5e-bec5-0f4b87207bfb,30318.8605391034
348,2,25CC15_1121,25CC15-1,121,667,170,0,08,Transversal Rosas Condagua,Santiago - Santa Rosa,1,1,,1,,IGAC (Contrato 2130/2014),2015/09/01 00:00:00+00,2020/08/24 00:00:00+00,,,,Act. seg 131-132,,121+667,170+0,1,,c9312d97-35bb-474f-bdd8-5b7f794816e8,47007.0884710029
349,1,20CQ010,20CQ01,0,0,1,27,06,Acceso a Florencia,Ramal Cruce Tramos 2003 (El Caraño) - 2003A (Las Doradas),1,2,,1,,IGAC (Contrato 2130/2014),2015/09/01 00:00:00+00,2016/05/01 00:00:00+00,,,,Act. seg,,0+0,1+27,1,,7f2fb1d0-d5b0-4bff-b31c-ad33c8b573a2,990.899995686728
350,1,2602A0,2602A,0,0,42,0,08,Alternas a la Troncal de Occidente,Piendamó - Totoró,1,4,,2,,IGAC (Contrato 2130/2014),2015/09/01 00:00:00+00,2016/05/01 00:00:00+00,,,,Act. seg 34-35,,0+0,42+0,1,,efa7eff2-30a2-456b-94a4-d9c9f8fcce33,42541.6018204573
351,2,25NR040,25NR04,0,0,0,662,17,Alternas a la Troncal de Occidente,Acceso Aeropuerto de Pasto,1,4,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,PR final 0+700 Ramón Lobo,,,,0+0,0+662,1,,590218f8-f45e-4f08-93f1-68abb5b12c63,682.336365704157
352,1,2003A41,2003A,41,742,83,537,06,Acceso a Florencia,Depresión El Vergel - Florencia,1,1,,1,,IGAC (Contrato 2130/2014),2015/09/01 00:00:00+00,2016/05/01 00:00:00+00,,,,"Act. seg 46-48; 71-72",,41+742,83+537,1,,5c9c89a0-2191-4ddf-8678-54cd4d10056a,41515.1158277359
353,1,200338,2003,38,0,73,747,06,Acceso a Florencia,Gabinete - El Caraño,1,2,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,38+0,73+747,1,,f941a710-fb69-4863-8f31-44c800753b68,34600.6152842294
354,1,250236,2502,36,0,124,599,17,Troncal de Occidente,Cano - Mojarras,1,4,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,36+0,124+599,1,,c6d4674a-e324-4a6a-a8d9-717ec56de873,89170.4877370281
355,1,25025,2502,5,0,36,0,17,Troncal de Occidente,San Juan de Pasto - Cano,1,4,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,DEVUELTA CONCESIÓN DEVINAR (4-MAY-2015). STAND-BY PASTO-POPAYÁN,,,,,5+0,36+0,1,,3a5eb674-f6e2-424a-9b03-c3ef1bba574b,33727.8098722978
356,1,4503131,4503,131,680,134,630,14,Troncal del Magdalena,Paso Nacional por Pitalito,1,1,,2,,Google Maps (DC Criterio Técnico),2016/06/15 00:00:00+00,2016/06/27 00:00:00+00,,PR Final 135+0000 en Ramón Lobo,3d_mal_oeste,,,131+680,134+630,1,,16830ea5-6422-4909-a42c-a93ea0c31f0e,4099.43420548988
357,1,25VLH0,25VLH,0,0,4,320,25,Troncal de Occidente,Variante de Zarzal,3,,,1,,Google Maps,,2016/04/07 00:00:00+00,,,3d_mal_oeste,,,0+0,4+320,3,,90cbb7b0-485d-4a9d-b1e0-5b57bb15b2f3,10456.9971698467
358,4,25VLD0,25VLD,0,0,1,150,25,Alternas a la Troncal de Occidente,Variante Sonso,2,,,1,,Google Maps,,2021/09/01 00:00:00+00,,,3d_mal_oeste,,,0+0,1+150,2,,d54607eb-b7f3-4fdf-9b30-bf664c4184a8,1097.00131276028
359,1,29RS012,29RS01,3,883,11,0,21,Acceso a Pereira,Pereira - Cerritos,1,,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2020/08/24 00:00:00+00,,PR inicial  y final 0+0000 a 9+0310,,,,3+0883,11+0,1,,35e813b0-2efe-4e8b-b18d-b455965b2d5d,19132.7352640362
360,4,25VLC0,25VLC,0,0,1,400,25,Alternas a la Troncal de Occidente,Variante Ginebra     ,1,,,1,,Google Maps,,2016/04/07 00:00:00+00,,PR 0 a 1 longitud 1500 en cartografia,3d_mal_oeste,,,0+0,1+400,1,,a3e0bd21-7eec-47e1-8ed7-dbf32f6a88d0,1917.64050913172
361,1,290220,2902,20,500,28,600,05,Troncal del Eje Cafetero,Río Campo Alegre - Chinchiná,2,,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,20+500,28+600,2,,9a64d0e4-ab10-4ea1-84fc-3d91bf5f3be4,9277.43342883169
362,2,25RSA0,25RSA,0,0,4,455,21,Troncal de Occidente,Paso Nacional por La Virginia,1,1,,2,,IGAC (Contrato 2130/2014),2015/09/01 00:00:00+00,2016/05/01 00:00:00+00,,,,Act. 0-2+100,,0+0,4+455,1,,2574927d-7396-4267-84b8-d1a5858ce3d0,5041.32341954652
363,2,25NR010,25NR01,0,0,5,870,17,Acceso a Ipiales,Ipiales - Las Lajas,1,2,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,0+0,5+870,1,,99ad8dae-89de-4b3e-9a4b-6eb493fd1808,5994.92343668217
364,1,25010,2501,0,0,0,40,17,Troncal de Occidente,Puente Internacional Rumichaca,2,2,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,0+0,0+40,2,,705d513f-7637-4fca-981a-c19faec50bcf,79.4720701754636
365,4,65PTA0,65PTA,0,0,4,190,19,Alternas a la Troncal Villagarzon - Saravena,Variante El Jardín,1,2,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,0+0,4+190,1,,155f6e44-0d88-4743-ab5d-3177eafcea91,3906.15273997417
366,1,370177,3701,77,0,87,750,08,Transversal Huila - Cauca,Puerto Valencia - Guadualejo,1,3,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,77+0,87+750,1,,f2a84027-736a-471d-adce-16f3b0e04627,10504.2530163656
367,2,370155,3701,55,350,77,0,14,Transversal Huila - Cauca,La Plata - Puerto Valencia,1,2,,2,,IGAC (Contrato 2130/2014),2015/09/01 00:00:00+00,2016/05/01 00:00:00+00,,,,Act. seg 60-77,,55+350,77+0,1,,745531de-71b1-4338-a6fb-2fa1bb24d569,21418.4154780926
368,1,450470,4504,70,165,71,697,14,Troncal del Magdalena,Paso Nacional por Garzón,1,1,,2,,IGAC (Contrato 2130/2014),2015/09/01 00:00:00+00,2016/05/01 00:00:00+00,,,,Act. seg 70-71,,70+165,71+697,1,,bf3e7d07-dabf-4739-ba90-473f9e9b7e4d,2564.09980747331
369,1,25NRD,25NRD,0,0,0,440,17,Troncal de Occidente,Variante Oriental de Pasto,2,,,1,,Google Maps,,2015/12/09 00:00:00+00,,,3d_mal_oeste,,,0+0,0+440,2,,923db0f5-5017-4bb5-8162-65ff04ccbc3d,1754.63994678076
370,1,45030,4503,0,0,1,600,19,Troncal del Magdalena,Paso Nacional por Mocoa,1,3,,2,,IGAC (Contrato 2130/2014),2015/09/01 00:00:00+00,2016/05/01 00:00:00+00,,,,Act. seg 0 a 0+108,,0+0,1+600,1,,89fa8633-6b19-4c68-8ff7-f68046518c0c,2765.41022905463
371,1,24010,2401,0,0,75,0,08,Circuitos Ecoturisticos Huila - Cauca,Patico - Candelaria,1,2,,1,,IGAC (Contrato 2130/2014),2015/09/01 00:00:00+00,2016/05/01 00:00:00+00,,,,"Act. seg 0-12; 68-75",,0+0,75+0,1,,e8c27fe2-d68b-42ca-a490-79353638d8f3,73955.2867235172
372,1,650155,6501,55,600,111,510,06,Troncal Villagarzon - Saravena,Puerto Bello - San José del Fragua,1,2,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,"Faltan prs 77 al 11, devuelto IGAC. Act. seg 59-67; 84-111",,55+600,111+510,1,,82956b63-c465-49c9-bfaf-5f5ffaf13def,55234.9689709533
373,2,25CC150,25CC15,0,0,121,667,08,Transversal Rosas Condagua,Rosas - La Sierra - La Vega - San Sebastián - Santiago,1,6,,1,,IGAC (Contrato 2130/2014),2015/09/01 00:00:00+00,2016/05/01 00:00:00+00,,,,"Act. seg 45+500- 47;106-107",,0+0,121+667,1,,9f1e9d17-1407-4a9a-acc2-ae504f3671a8,118807.465129867
374,1,25CCB0,25CCB,0,0,16,0,08,Troncal de Occidente,Variante de Popayán,1,7,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,0+0,16+0,1,,a8175d55-95b7-488c-8fb7-3faa1c587b5d,16397.7121179826
375,1,23010,2301,0,0,12,0,25,Alternas a la Troncal de Occidente,Cali - Yumbo,2,2,,2,,IGAC (Contrato 2130/2014),2015/09/01 00:00:00+00,2021/09/01 00:00:00+00,,,,Act. seg 8-12,,0+0,12+0,2,,c978b0c6-81a0-4b52-be23-4ddda2014d87,22445.2752965639
376,1,29RSC0,29RSC,0,0,13,100,21,Troncal del Eje Cafetero,Intersección El Pollo - Intersección El Mandarino (3),1,1,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,PR final 13+340 (Ramón Lobo) preguntar acta de reversion,rec,,,0+0,13+100,1,,e85c765a-88ab-431c-a090-b9e417e3be97,13822.7030640991
377,1,29020,2902,0,0,5,800,21,Troncal del Eje Cafetero,Puente Mosquera - Cruce Avenida del Ferrocarril,1,1,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,0+0,5+800,1,,eed724a0-2aa6-4b95-9c7d-6e8eedd0e7b0,10428.9249283179
378,1,20010,2001,0,0,58,50,08,Conexión Costa Pacifica - Troncal de Occidente,Munchique - Popayán (Paso Antiguo Puente Zarzal),1,2,,2,,IGAC (Contrato 2130/2014),2015/09/01 00:00:00+00,2016/05/01 00:00:00+00,,,,"Act. seg 0-2, 40-42",,0+0,58+50,1,,9df1d411-919c-4c16-b2fd-9e5cf781b48b,56504.4040157771
379,1,25VLB0,25VLB,0,0,14,0,25,Troncal de Occidente,Variante de Palmira ,2,,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2021/09/01 00:00:00+00,,,,,,0+0,14+0,2,,784c792b-ad69-4282-80cf-f27c03265e4c,31205.0742323368
380,1,250519,2505,19,0,25,0,25,Troncal de Occidente,Paso Nacional por Palmira,2,2,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2021/09/01 00:00:00+00,,,,,,19+0,25+0,2,,b6951830-19a1-4676-a5dc-986d98f26b69,10834.4203919169
381,,310550,3105,50,0,83,800,25,Alternas a la Troncal de Occidente,Río Desbaratado - Palmira,1,,,,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2021/09/01 00:00:00+00,,,,,,50+0,83+800,1,,52317ef7-ab88-4e83-bf1a-f0387a9e5af4,34224.7079038728
382,1,20HL010,20HL01,0,0,9,500,14,Popayan - Paletara - San Jose de Isnos - Pitalito - San Agustin,Sombrerillos - San Agustín - Parque Arqueológico,2,,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,SANTANA - MOCOA - NEIVA (ENTREGADA 23-SEPT-2015),,,,,0+0,9+500,2,,25bb7035-2e08-4152-9b7c-b7e3a8bce4c5,9984.65237365772
383,1,25B011,25B01,1,250,42,138,01,Alternas a la Troncal de Occidente,La Pintada - Peñalisa,2,,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,1+250,42+138,2,,cdea56a1-831f-48a2-aaaf-8ff5e4670a43,40951.2978250119
384,1,40QN040,40QN04,0,0,2,300,20,Transversal Buenaventura - Villavicencio - Puerto Carreño,La Española - El Caimo,2,,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,0+0,2+300,2,,5c0a05f6-3910-4e58-9a3b-8b253b2f4f91,2286.36779343687
386,1,25NRC0,25NRC,0,0,6,230,17,Troncal de Occidente,Variante de Ipiales,2,,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,PR final 6+0950 (Ramón Lobo),rev,,,0+0,6+230,2,,22b26be9-8dc6-4868-a323-fdc0b7910108,6514.91601350816
387,1,25B010,25B01,0,0,1,250,01,Alternas a la Troncal de Occidente,La Pintada - Via a Peñalisa,2,,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,0+0,1+250,2,,a381eb93-eb33-474c-8a28-e64fe20cd650,1252.50615452159
388,1,4002A76,4002A,76,200,86,0,20,Transversal Buenaventura - Villavicencio - Puerto Carreño,La Española - Calarcá,2,,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,76+200,86+0,2,,51547ccf-e156-4f79-b129-16ed199b1500,11413.135680206
389,1,25B020,25B02,0,0,73,10,01,Alternas a la Troncal de Occidente,Bolombolo - Santafé de Antioquia,2,,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,MAR 1 (ENTREGADA 15-OCT-2015),PR final 73+0000 (Ramon Lobo),rev,,,0+0,73+10,2,,59c3e8d7-cd0e-4824-ad5f-c128c6e70181,73250.9957811224
390,2,90SC020,90SC02,0,0,16,0,23,Alternas a la Transversal del Caribe,Coveñas - Sabaneta,1,1,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,0+0,16+0,1,,fdd16664-37d8-443c-8227-0468bdaaa47f,15994.8042941301
391,1,60020,6002,0,0,114,984,10,Transversal Tribuga - Arauca,Quibdó - La Mansa,1,1,,1,,IGAC (Contrato 2130/2014),2015/09/01 00:00:00+00,2016/05/01 00:00:00+00,,,,"Act. seg 0 al 32; 93 al 114 ",,0+0,114+984,1,,e443a18e-7576-46bb-93b0-3b29b1309cc8,107459.333593236
392,1,2504A21,2504A,21,0,48,976,25,Troncal de Occidente,Límites Cauca - Palmira,2,,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2021/09/01 00:00:00+00,,,,,,21+0,48+700,2,,f114430b-abbe-4d6d-9b57-a7ccaee7d3b2,38254.0179106998
393,1,200267,2002,67,370,125,700,14,Popayan - Paletara - San Jose de Isnos - Pitalito - San Agustin,Río Mazamorras - Sombrerillos,1,1,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,67+370,125+700,1,,3a82c4bc-9bde-4870-ba8f-c0be63f5d544,57901.9968503086
394,1,130743,1307,43,0,55,0,10,Transversal Tribuga - Arauca,Las Animas - Certeguí,1,2,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,Se dividio Sector según Criterio Tecnico AMV 2 (55+0000),div,,,43+0,55+0,1,,55f3be5b-d23e-40b2-bbad-10f34859e05a,11433.8661684995
395,1,50CL020,50CL02,0,0,16,117,05,Troncal del Eje Cafetero,Tres Puertas - La Estrella,2,,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,0+0,16+117,2,,079d0568-e954-42ba-8888-299720281223,16116.0248711083
396,1,451033,4510,33,353,34,0,24,Troncal del Magdalena,Puente Puerto Salgar,1,3,,1,,IGAC (Contrato 2130/2014),2015/09/01 00:00:00+00,2016/05/01 00:00:00+00,,,,Act. seg 33- 34,,33+353,34+0,1,,f4b9d357-fd2d-4a53-bf30-3d5ad7dea23f,689.63210702232
397,1,900423,9004,23,300,30,0,11,Transversal del Caribe,Paso Nacional por Coveñas,1,1,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,23+300,30+0,1,,1cbdc698-f33f-4bf1-9ad6-5a697c5fc13d,6445.15169059403
398,1,130755,1307,55,0,100,0,10,Transversal Tribuga - Arauca,Certeguí - Quibdó,1,1,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,Se dividio Sector según Criterio Tecnico AMV 1 (55+0000),div,,,55+0,100+0,1,,3757f9d8-0cf9-4977-94bd-da184308b874,43419.1513887209
399,1,210310,2103,10,764,48,222,11,Alternas a la Transversal del Caribe,Cereté - Lorica,2,,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,APP PRIVADA ANTIOQUIA - BOLÍVAR (ENTREGA 26-NOV-2015),,,,,10+764,48+222,2,,dbd5ecaf-9044-4fe1-b1c9-60de940e5349,37413.9330294973
400,1,250737,2507,37,180,55,541,21,Troncal de Occidente,Remolinos - Cauyá,1,1,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,37+180,55+541,1,,58582ce2-41e9-483b-9c0b-9ba0e14639af,18313.4721716331
401,1,250710,2507,10,545,37,180,21,Troncal de Occidente,La Virginia - Remolinos,2,,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,10+545,37+180,2,,8b1ea2ac-9dee-469b-ac01-73f8d5077173,26813.2264357652
402,1,10010,1001,0,0,119,0,17,Transversal Tumaco - Leticia,Tumaco - Junín,1,1,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,0+0,119+0,1,,16bc5137-a3be-408b-83c0-1420819ce6b3,119270.843359718
403,1,29RSE0,29RSE,0,0,5,0,21,Troncal del Eje Cafetero,Puente Helicoidal Dos Quebradas  - Santa Rosa,2,,,1,,Google Maps,,2015/12/09 00:00:00+00,,,3d_mal_oeste,,,0+0,5+0,2,,752fc930-d4f8-4e8e-87d1-44158ccd0c8a,5860.06047124679
404,2,25VL070,25VL07,0,0,20,100,20,Acceso a Armenia,Cartago - Alcalá,1,1,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,0+0,20+100,1,,84acf4f6-554b-4240-a1fa-475580c74fee,20266.2464887647
405,1,90040,9004,0,0,5,850,11,Transversal del Caribe,Paso Nacional por Loríca,1,1,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,0+0,5+850,1,,a28c9116-6e28-4c8e-b151-d8408ced0175,5863.85799124568
406,1,900441,9004,41,0,46,100,23,Transversal del Caribe,Coveñas  - San Onofre,2,,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,APP PRIVADA ANTIOQUIA - BOLÍVAR (ENTREGA 26-NOV-2015),,,,,41+0,46+100,2,,4bfb1ce7-08ee-45a8-8022-e9daabff751d,5161.72305128603
407,3,500160,5001,60,0,82,0,10,Transversal Tribuga - Arauca,Río Pató (El Afirmado),1,2,,1,,Google Maps,,2015/04/15 00:00:00+00,,,,,,60+0,82+0,1,,d5255b30-82a6-440f-8b0e-26e5e12eabb6,22591.0631335598
408,1,900430,9004,30,0,41,0,23,Transversal del Caribe,Coveñas  - San Onofre (incluye Paso por Coveñas),1,1,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,30+0,41+0,1,,3bd1d231-d4d5-4eaf-99ff-e9ef834fb8f9,11174.2948017162
409,1,210348,2103,48,222,49,1360,11,Alternas a la Transversal del Caribe,Paso Nacional por Loríca,1,1,,2,,IGAC (Contrato 2130/2014),2015/09/01 00:00:00+00,2016/05/01 00:00:00+00,,,,Act seg 48 a 49,,48+222,49+1360,1,,220f70a4-cde5-4869-9cce-fec907303cfc,2219.90443751308
410,1,45HLB0,45HLB,0,0,3,300,14,Troncal del Magdalena,Variante de Garzón,2,,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,SANTANA - MOCOA - NEIVA (ENTREGADA 23-SEPT-2015),,,,,0+0,3+300,2,,dc32c711-0a56-4edb-9233-ee790dc23746,5271.03576426949
411,1,250954,2509,54,0,64,0,01,Troncal de Occidente,Primavera  - Ancón Sur ,2,,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,54+0,64+0,2,,8774e061-b1c9-4251-a113-13412ffd282e,20515.0718932139
412,1,250954,2509,64,0,72,84,01,Troncal de Occidente,Ancón Sur - Medellín,1,1,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,64+0,72+84,1,,67a4e5bc-7fa9-495e-82e6-8714287092b1,15925.1727124284
413,1,25080,2508,0,0,60,1000,05,Troncal de Occidente,Cauyá - La Felisa,1,1,,2,,Google Maps (DC Criterio Técnico),2016/06/15 00:00:00+00,2016/06/27 00:00:00+00,,,3d_mal_oeste,"Act. seg 12-15; 49-50; 55-56",,0+0,60+1000,1,,d81a4b5d-94dc-44af-a304-026b9f3b0512,61576.4236159179
414,1,62020,6202,0,0,11,0,01,Troncal de Uraba,Chigorodó - El Tigre,2,,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,0+0,11+0,2,,2addec62-651c-4dd0-9051-127d5f6c6bf3,11417.0966402245
415,1,620211,6202,11,0,112,862,01,Troncal de Uraba,El Tigre - Dabeiba,2,,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,MAR 2 (ENTREGA 17-DIC-2015),,,,,11+0,112+862,2,,194626b0-fa7f-4d2f-b9d5-f27b28865387,102479.663065436
416,1,62030,6203,0,0,59,635,01,Troncal de Uraba,Dabeiba -Cañasgordas,2,,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,MAR 2 (ENTREGA 17-DIC-2015),PR final 59+635 (Ramón Lobo),rev,,,0+0,59+635,2,,fc862ef5-2f51-404c-addb-49b1e33a265c,60107.9538738856
